product,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
1,0.6525872987420751,0.6285582136221343,0.6825208091482655,0.7155822198000209,0.6899108192489493,0.5824729104618191,0.5904109573396666,0.6284974183319035,0.6613664663017235,0.7546398820862463,0.5848395156080386,0.5596083864262478,0.5285402475315986,0.5034061991519323,0.5028482528951821,0.485605239500101,0.49456317105225706,0.49794027959083753,0.5229026380539545
2,0.8864108353335657,0.822488283559556,0.8277710891738448,0.6688202706215475,0.8906241021635843,0.7605648731946337,0.7158682270074656,0.6672723254796527,0.7188632634232376,0.7601032325648277,0.58476730594326,0.515692777227577,0.6471045679896059,0.7046123230362114,0.7452279633131506,0.7020282415398479,0.6546814113099172,0.6646948116451561,0.6268837166034494
3,0.12189858395005006,0.10984518745257921,0.11075771333806032,0.12471590614056417,0.10391986538117172,0.11954394116110013,0.10846726270994099,0.08255023291160628,0.0873417536995516,0.07179214914933191,0.09714275550139058,0.0928695439477552,0.09000820707455962,0.092146728478038,0.09210610412399887,0.09679595415014267,0.10305698373202403,0.11280230164719765,0.11489960554810343
4,0.787665006078679,0.7434736716998817,0.7448338546406242,0.7035879062017664,0.7295918458719448,0.6678587484132731,0.6237687479134623,0.604407110772282,0.6127664301754738,0.5904566690286879,0.4879471693630095,0.5245028069672099,0.5332205111028387,0.5254273432370757,0.5397402289286225,0.5095022772171175,0.45832873173731065,0.45507314281749056,0.46954224230755626
5,0.28975432571311666,0.6276227019955578,0.6748890996642947,0.6930537398827966,0.6390950844891308,0.748319164500797,0.7739481327970837,0.6653485182512808,0.7664004817593418,0.7406941975015875,0.7626767503889023,0.7666794730379425,0.7850923561914744,0.7317294147253385,0.7924568170209034,0.7949884832547194,0.6865058627046597,0.6865292637120064,0.7309217341997152
6,0.46384113310823866,0.40393302833363104,0.3834956230223142,0.35655619705366703,0.4193816895383165,0.46399190582973876,0.4280817610440826,0.4398853895189215,0.4945898185174528,0.500650903975221,0.5383060364327606,0.4658483583705356,0.5323396486512197,0.48593213546121133,0.49949067860941715,0.48413047942631715,0.44771001357043655,0.4702101110441392,0.45408295836971385
7,0.43579027611201454,0.46638456736455436,0.4348748045599146,0.49838560119193964,0.45669608167477943,0.4473643012524372,0.4081948862116378,0.3971886167291948,0.39590698096857324,0.4075368816025741,0.4197337345987809,0.4408218229987932,0.4303694873459214,0.4225221650810209,0.42178817533531404,0.39433023253205685,0.37524160312677657,0.4058999907643652,0.40475608067722063
8,0.10923943821291741,0.1151016573993105,0.1390296445997692,0.1566174331487483,0.1738842324717292,0.1585402021599208,0.16868598401199342,0.17073938261447524,0.17630748578712668,0.19416814428261878,0.20716898993629682,0.20937707052144794,0.21856887152142393,0.2336029229257982,0.23347696326078438,0.23867473497083377,0.23394664719845262,0.23723664030854982,0.23435860171992967
9,0.032170155792480025,0.03288664667730366,0.03934003442516348,0.03955077714723456,0.04415782539635903,0.059677144779349364,0.05976641772339903,0.09985083168074026,0.10112174727428569,0.09913650056472097,0.09205387362304449,0.08220907105636742,0.11451316246474304,0.11948558516481499,0.137909077580795,0.1404059864517284,0.1504223018619105,0.14442341678610146,0.12141569177044295
10,0.5705002954806087,0.6256162535820393,0.5654666867920624,0.5396502784969502,0.5229924182359339,0.525141728676527,0.4918364413559693,0.4556635871739196,0.4688086588214058,0.5098286739587948,0.400246202321578,0.32648242920926435,0.43768795251536075,0.37410106261513804,0.3911814955956173,0.38404718104407687,0.4608885784544523,0.4279798616773275,0.45623239900863183
11,0.26344339902569297,0.30845300316083246,0.29106914962482033,0.28498152804983007,0.27169070845381027,0.2759410854968574,0.24299101406622758,0.26897963734155134,0.2601274347956445,0.25771281199639695,0.2405602896589406,0.19792943157152368,0.1849719519837791,0.18795563254358322,0.1641563179444412,0.16846254909874103,0.1720422065721736,0.18644659597135171,0.15290385622604913
12,0.24147971474255772,0.22693192160039902,0.39302147978039265,0.3769531514252502,0.37471461625591934,0.3650253609518567,0.2753035979647799,0.3117842582791383,0.41100846674417585,0.43445122018286747,0.4856893585536199,0.4627040356077531,0.4519879247178848,0.522173413862452,0.45851062134355697,0.5010224763419542,0.5102038157890071,0.5256490452309441,0.39934658482003665
13,0.647335270812377,0.7325078815057939,0.9149694733590287,0.8436654783513227,0.956786828342302,0.9174173557232699,1.1390148072814774,1.1138661300369066,1.0365083803345347,1.1429853176792137,1.0894305117043672,1.0981324332982823,1.2937913573812456,1.646105425888279,1.4244343217412527,1.3094283909136428,1.144600318018864,1.179200903683387,1.2225438956231052
14,0.26505172599590576,0.3245706127173871,0.2128968380905836,0.19981471256153782,0.11310566175108334,0.15764916441839907,0.14936484206767853,0.16125384097788215,0.13263475038884673,0.3702780011047418,0.4067076373068599,0.329697075969642,0.31069208542013466,0.3011774391821856,0.28216307301386495,0.3081067095924253,0.44227180168338814,0.4243641281222034,0.47959724033493345
15,0.37689511354956945,0.3397950508622858,0.24697385368576055,0.2641271624352101,0.33627501025212364,0.298808767394827,0.370491517711756,0.3821558611693634,0.3501799824656157,0.438140697286169,0.4110522847707459,0.4122997749482057,0.44919780814105925,0.4511076298520411,0.43619086219878445,0.4329277199452071,0.380184178985651,0.4378495540995784,0.4761073462529909
16,0.21913162108508616,0.20083470426642122,0.21456436354801728,0.24009407036204533,0.20849497852606036,0.2544923362875686,0.24134905186050495,0.22834593459479866,0.23356594361912583,0.2696556754903571,0.2681106583299359,0.26612375199712485,0.27071969752525404,0.24893153497616213,0.23841932895503803,0.22792725241902226,0.2593220416064146,0.2620725415606565,0.24888076669140682
17,0.09097322978356474,0.07710220749051602,0.07975178191822382,0.07636978589268081,0.07017278835795525,0.06611598359752743,0.10208263379933673,0.11436119674538153,0.11434415483074675,0.13805305356833533,0.14362882031803448,0.1617473479788454,0.15704093010307074,0.15928568381861063,0.15344163087624998,0.15961166368781454,0.14983993983981936,0.17449184174762256,0.16876335814233634
18,0.042855702093269,0.0577512991527015,0.05395492139541883,0.04027540357177246,0.04155249756997018,0.07797179667518474,0.05665655948311059,0.06031601803190512,0.08634046223047595,0.09527122394155473,0.11268157404291979,0.08791130718321699,0.11285026697673743,0.0900806951338503,0.11744791477474525,0.10589519275267961,0.06546642286458033,0.1150164894859373,0.1228842611114037
19,0.8815517614321015,0.9217356824013804,0.9059508194844814,0.8801867048085523,0.8572371087931019,0.8671048035326868,0.8311334452490923,0.8202920441956477,0.7674912893591164,0.8011417977641005,0.7657907057508543,0.7142594750355898,0.6726225364931857,0.6564939486131662,0.7012790463757879,0.6940509470449822,0.7214409983164369,0.6773365458292704,0.7437986822126591
20,0.6763972129772156,0.31710502597743023,0.6073471765694572,0.6222548915846333,0.362957495247539,0.38126446965134436,0.36389037305184646,0.3659000341707511,0.3562912188585715,0.3653572807789595,0.35199430202700926,0.3727413265393052,0.40098290492469013,0.38164361560179877,0.44111310703073653,0.4319026760872368,0.4312704983639212,0.39787471563072935,0.4609300920485684
21,0.5791613107926958,0.5578256965759636,0.5731362416264096,0.5705309303423008,0.6044602561054974,0.6260069726956959,0.5972299765228827,0.6701133653847018,0.620530845547366,0.5216809076342354,0.5636468613026249,0.593851942469585,0.5879187855529153,0.6068687793566268,0.612143612734885,0.6123093463210393,0.5983940404287653,0.5894208996493373,0.3483573506862825
22,0.42940935400381625,0.38888601563165076,0.3634425582325432,0.3753199420021527,0.38975172481046266,0.36549460293314634,0.2796297193317034,0.3292575076931184,0.29464441462855645,0.34242011189209925,0.3571462981937514,0.35190645210224264,0.33503778177244403,0.2759651699729067,0.2735258287740527,0.3094173476719122,0.325657398666679,0.3290233633607643,0.3358705375737339
23,0.42341611524990225,0.38534368752637316,0.33933170875496715,0.292291872810586,0.3782989554394673,0.36131871004490224,0.4204954877706469,0.4009745467480903,0.40059977297781224,0.4581220434813597,0.4646333066788982,0.48968681593708235,0.48910256140255265,0.4864420524422806,0.41964153175234775,0.41680307248678233,0.38007624827714465,0.39350487155019,0.3712534900829041
24,0.12727517587728787,0.1348972228764411,0.12478775264222354,0.12482968301584044,0.15276268123460962,0.1717464677567383,0.16800075448824406,0.1428105972845874,0.1989072411182978,0.1472323166128586,0.16749614298706078,0.1664588037464289,0.24920290704462625,0.20372577137751638,0.21445325681445912,0.19943131754791965,0.16717165001228282,0.14784942009497062,0.12613440981650073
25,0.20628568450056137,0.349504333131866,0.36990991948709817,0.3581611100029879,0.33669515010984946,0.2931787626152749,0.2983921925678961,0.30369681119521486,0.2817597645400757,0.27777496716282235,0.2871513589727377,0.30632400344480015,0.2770155400243775,0.26962786685980655,0.2751558101620703,0.2575259335470183,0.2569179038856287,0.2768568832761701,0.3302217164279176
26,0.28803532425511474,0.269034414224639,0.20911883490940772,0.2535695602918719,0.3077640322671784,0.32723993127956746,0.4086249093473103,0.39451141868684275,0.36078799065434014,0.34750204651070304,0.3462403552529529,0.350964168028922,0.35621214557412084,0.34393512297298484,0.3724761184457284,0.35874924073025194,0.32797055970909283,0.3225343558323661,0.31578923548275767
27,0.15629661112518814,0.166186717672358,0.15445051717859481,0.15962759816815575,0.1497651238700272,0.1867537929039746,0.19344310441616241,0.19878747172386188,0.19318751347095922,0.1652397547546032,0.19374992394156423,0.18504338900275769,0.18261485995380083,0.19315017651237187,0.18851500147846287,0.20249926501988855,0.21390780975653043,0.2073596484293489,0.22149366525897451
28,0.32656767811366066,0.3415064983046456,0.3837798121289589,0.329694212780809,0.33323475515627127,0.3440590445950748,0.3128655962904737,0.3467529909108002,0.39067663663656177,0.3800416629462917,0.5376325477554996,0.4976371661227348,0.43684774001013155,0.43936344600298977,0.4304027520622166,0.40494926103329615,0.3750452703938567,0.43890758212812325,0.4320685462284448
29,1.901598629769895,1.7754745817726298,1.8108407485076643,1.7782025883542536,1.8406233869867008,1.9411142809466972,1.884464909263579,1.8756169066143509,1.863539324330648,1.8220977994422596,1.770755726781706,1.5801312627541677,1.4268083347233131,1.4641833514344191,1.5875300955154301,1.4196353341099393,1.49912430186381,1.5107922493606836,1.5884753081054301
30,1.2950360630731197,1.2321721257926688,1.2904242498445557,1.3031872334245842,1.4088137092053035,1.425100506091402,1.3650888996523256,1.3200357209966838,1.295492273338104,1.2693610383622151,1.2807889275753777,1.117998260792708,1.0064520345881909,1.013988159336186,1.0960006414252323,1.087746414978169,1.049329658743407,0.9607643237414261,1.107999041209619
31,0.33145601211781983,0.32148435632596883,0.337526984961494,0.3391928508442795,0.32461649346177746,0.33186340559999067,0.33446372965200827,0.33248219694581566,0.36421454570011697,0.3725197544658528,0.38121532237876193,0.37056093166529214,0.3776390039672311,0.4008157749005608,0.4100494624342373,0.3523699820282233,0.3586248973299556,0.329341208100826,0.33790709254601325
32,1.4472975425900578,1.3961631361317504,1.4286779605314515,1.4641617797863495,1.5244920324361708,1.4561998136587255,1.4820367254519249,1.4540929972991221,1.3648687953448762,1.3636382892798276,1.3797711503221723,1.3684633920530909,1.2918346616888905,1.2198886101916555,1.2445171467455687,1.2170716508594526,1.1798264677021175,1.22041210888624,1.2459417955763956
33,1.0619921177885379,1.0731558305402114,1.090043498553734,1.0655502619141013,1.07222137576096,1.0709430762448071,1.0347926286782554,1.0712270214585922,1.0493964559082931,0.9302462065857365,0.9650452681151149,0.9108772169551165,0.9294296689179087,0.8900667741515582,0.9663667038448123,0.9570933370124012,0.9196266338203017,0.9548882670581381,0.9418961077397878
34,0.7144738235831523,0.6715511846678279,0.8330030717431215,0.7909060426533562,0.8499918134240756,0.8985729518095152,0.9385287307894746,0.9645756057537211,0.9149798224502692,0.8783097801553637,0.8949273171121838,0.8834275061690988,0.8283599519068743,0.7867435095495385,0.7668599327787832,0.8169095962503475,0.8379226827882189,0.9022087747024251,0.9973371850185762
35,1.110442253790606,1.1134201410837343,1.158183494320399,1.3198191009703981,1.385603660975229,1.3686144864709517,1.319730433025777,1.324756667802479,1.258158493987662,1.3521053365256168,1.3502364813787557,1.3920298901622006,1.3409245553513007,1.2747297393585386,1.3332813117051137,1.2913059736941361,1.267984186806957,1.3300298938308446,1.4071658514865084
36,1.095154653114502,1.1119847185086231,0.9444227632782253,1.1512252354502128,1.280144618792789,1.3074486230713631,1.319031705130306,1.2322374747743592,1.1698344387009372,1.0884739923353832,0.9654312244819053,1.0361328512940498,1.0065790190089576,0.8389886408777077,1.0096119493494835,1.0844178937378401,1.1000353791756694,1.13491793871999,1.1492111102179368
37,3.0354329542040293,2.993303093281651,2.7428603950253305,2.93158443555682,3.0644046736398107,3.0044833609912445,2.9130763342592543,2.7873861397945574,2.7368000638318835,2.686750855537153,2.3347405094607065,2.7838439129488113,2.766318279012906,2.857062975859785,2.815968074338677,2.82255982242968,2.8615835226818045,2.975387544579212,2.9762568646885432
38,1.4885484969876073,1.544626661115516,1.5479264356665008,1.521545354699578,1.5324931956082792,1.4636140942690945,1.454493243603998,1.544164838562131,1.5199408903901432,1.4653118377730263,1.4060041225276716,1.4228494807503917,1.2970317794609594,1.187631641690405,1.3226014800676258,1.1544371637154522,1.3654968691742462,1.1077030564692496,1.4402990855292264
39,1.56636882776722,1.5480429884493419,1.5268697194951852,1.4739671382014228,1.4734911656863283,1.4763484531176676,1.4475417450923582,1.4038406125097322,1.335761535071884,1.3257143035573797,1.280525860158247,1.2722200448730612,1.2308005753365656,1.2213470495920982,1.2680151443161685,1.2012732807633941,1.2062048603493332,1.2603701621534782,1.2195366534971914
40,1.0770914609338813,1.0959407883254741,1.0385693418418043,1.0945002097729266,1.0659239279544395,1.0754956908969235,1.0759939730114172,1.0160981414978083,1.0087480949283238,1.0159882631532333,1.1225412062539195,1.0068631818651577,0.9656728596377816,1.0072661836444763,1.056906497601488,1.0802692662208404,1.04724982910164,1.0774250558965575,1.0547261162957848
41,0.6586167201027288,0.39473071022294337,0.5836880555135628,0.6420035557080824,0.6601560335502976,0.7020779042598279,0.6878876279246768,0.6920914617201547,0.6286575845692554,0.5945126381230169,0.6377098233683905,0.5884168805612149,0.5569251889135929,0.5438602916174584,0.584761756289468,0.5605937430957477,0.5409283220917877,0.6239949800240597,0.630781008188848
42,1.4525196065325172,1.6099394406180418,1.5729641748494547,1.7957212120110855,1.9462959701721643,1.8706032184597075,1.9296265632977732,1.9270431479009413,1.9528852855369563,1.9927979520638905,2.020067968534392,1.8531326498378164,2.0776148266233814,2.040733585925675,2.1969467303349797,2.054066065472361,1.9794236220344616,1.890679273150295,1.8827257901944343
43,0.6377537553765189,0.6806535238932669,0.723388964806466,0.7405478843324202,0.818036081534042,1.0206369267178685,1.130302273375427,0.9340572209468347,0.9237128762955786,0.8862535650247698,1.0068924664561922,0.9880496136034267,0.978321242599985,0.9577445545984605,0.9964455183001515,1.1699898892862919,1.0673503715621655,1.1822552421165322,1.1099250415904058
44,0.41682352469794093,0.40534068784562843,0.3620078834879481,0.39272593627571567,0.28809590079258396,0.24940485147861452,0.25796825475312224,0.2570694543760874,0.2536346988396874,0.23728195163739604,0.30409319753964353,0.31033545242374583,0.283290731826565,0.3214515094464398,0.25747245611167796,0.19453059596945502,0.38725269386476785,0.32285774623158575,0.44392162604414565
45,0.6846032974094156,0.6022259697886588,0.6653246165945035,0.8439385967019981,0.7564464040285865,0.7540732787885506,0.7287073314148633,0.7837670497671534,0.7394657894926849,0.9273118750463742,1.0381491298880487,1.0262317339364897,0.8122582619050502,0.8492988063185057,0.9337102167494274,0.8896969909627386,0.8501793532281953,1.0044034502693193,0.9457329251794881
46,0.7903275234193194,0.8999890195295314,0.7110494114121041,0.861318349378977,0.8552747450499893,0.9801993894908124,1.0325415841326369,1.1928983647311278,1.2134306616167971,1.5443661572236755,1.3422895241239585,0.8617659591734895,1.3891913144392103,1.2456963317325653,1.305513780728688,1.5951922248582293,1.5612551952979097,1.583722968302953,1.689894798186056
47,1.2796330257627442,1.2527729961326022,1.1970735937510217,1.236308116574318,1.251462315789873,1.2406024136860105,1.2795451556124693,1.2263741524394842,1.2011342867431831,1.1929711829488125,1.186585125702263,1.1275648263544649,1.0599246632816757,1.0496633868943768,1.0329054551333128,0.9877784604842237,0.9859307419292006,0.9881328698215323,0.9843109196855665
